/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script02_1_M036.wav,e1,"THEY'RE SWIMMING . RIGHT NOW AS IF  THAT'S THE ONLY THING THAT MATTERS ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro04_F008.wav,e2,"YEAH BUT YOU WEREN'T UNEMPLOYED FOR THREE YEARS TRYING TO FIND ANY JOB I MEAN AT THIS POINT I'M GOING TO GO . DRIVE A CAB OR . YOU KNOW  WORK AT THE GAS STATION OR SOMETHING I DON'T EVEN I DON'T KNOW WHAT TO DO ANYMORE ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro03_F005.wav,e1,"OH MY . GOD HOW LONG HAVE YOU BEEN PLANNING ON DOING THIS ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script02_1_F016.wav,e0,"I'M JUST NOT ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script03_2_F030.wav,e2,"WHY ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script03_2_F000.wav,e0,"YOU KNEW THERE WAS NOTHING IN THAT ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script03_1_M005.wav,e1,"HELLO HELLO WHAT WRONG NUMBER ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_impro05_M034.wav,e0,"IF YOU WANT  YOU  CAN WRITE A LETTER I CAN GIVE YOU THE ADDRESS  YES . AN ANGRY ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script02_1_M030.wav,e0,"YEAH THEY DO ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro08_F018.wav,e0,"OH YEAH . ABSOLUTELY UM WOULD YOU LIKE WINDOW SEATS OR AISLES ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script01_1_M027.wav,e2,"WELL TO HELL WITH THAT ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro07_F024.wav,e1,"I . I HEAR THE SAME ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro06_F012.wav,e3,"SO WRONG IN SO MANY WAYS ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script01_2_F019.wav,e3,"I CAN'T HELP IT ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro01_F011.wav,e2,"WHAT DO YOU EXPECT ME TO DO ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro02_F018.wav,e3,"HONEY I'M GOING TO COME BACK IT'S NOT LIKE THAT ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro08_M012.wav,e0,"WHAT I CAN DO FOR YOU IS  GIVE YOU A HUNDRED DOLLARS RIGHT NOW  AND FILL OUT COMPLAINT FORM ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro03_M029.wav,e1,"ALL FRUIT . AND THE COLOR BROWN . JUST THAT . THAT'S ALL THAT'S MY ONLY REQUEST ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script02_1_F009.wav,e1,"{LG} ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro07_F021.wav,e1,"AWESOME WE'RE  BOTH . GOING TO BE IN L A ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script01_2_F008.wav,e2,"SHE'S NOT HIS GIRL JOE SHE KNOWS SHE'S NOT ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script01_1_M047.wav,e0,"NOW  WHERE DO I FIND IT ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro08_F001.wav,e1,"OKAY BEFORE I GET INTO IT UM . YOUR MENU OR WHATEVER LIKE WHERE YOU CHOOSE THE DIFFERENT THING DEPENDING ON THE ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script02_1_M033.wav,e1,"AH . MAN . THIS IS GREAT . I WOULDN'T MISS THIS FOR ANYTHING  I MEAN THINK ABOUT THIS I KNOW YOU'RE NOT INTERESTED BUT JUST THINK ABOUT THIS FOR A MINUTE ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_impro03_M000.wav,e0,"SO WHAT'S UP WHAT'S NEW ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro02_F007.wav,e3,"IT'S GOING TO BE REALLY ROUGH ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro01_M031.wav,e2,"WHY BECAUSE I'M SICK OF TALKING TO YOU ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro03_F010.wav,e1,"EVERYBODY'S GOING TO COME UP WE'RE GOING TO STAY IN ALL THE PRETTY CABINS UP THERE AND . UM EVERYBODY'S GOING TO HAVE  YOU KNOW . REALLY FLOWERY SORT OF . NATUREY STUFF ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_F022.wav,e2,"OH NO IT ISN'T ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script03_2_M031.wav,e2,"VERY GOOD IDEA I WILL ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script03_2_M033.wav,e2,"OH THANKS I THINK I WILL ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro04_M031.wav,e3,"I WAS JUST JOKING ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script01_3_F003.wav,e1,"NO BUT I'M NOT  GOING TO STAY ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro05_F013.wav,e0,"THEY THEY  IT . GETS SHIPPED TO SOMEWHERE ELSE AND THEN IT'S  STUCK SOMEWHERE AND THEN WE HAVE NO WAY OF TRACKING THAT ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script03_1_M009.wav,e1,"WITH PERFECT POISE ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_1_M034.wav,e2,"BUSINESS  THE BUSINESS DOESN'T INSPIRE ME ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_script02_1_M016.wav,e1,"GOD I'M SO EXCITED I'M LIKE A KID I . CAN'T BELIEVE I GOT OUT OF THE HOUSE WITH MY FLY ZIPPED UP ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro07_F019.wav,e1,"MMMM . SOME MISO SOUP ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_impro04_F009.wav,e0,"YEAH ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro06_M000.wav,e3,"YEAH I'M JUST YEAH ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script01_1_F034.wav,e2,"WHAT ABOUT THE BUSINESS WHAT IS THIS ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro04_M031.wav,e0,"I'M TRYING TO BE HELPFUL ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro06_M012.wav,e3,"I MEAN IT'S JUST NOT FAIR LIKE  I DON'T KNOW  WHY PEOPLE ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script01_1_M004.wav,e3,"NO I  FIGURED IT WAS BEST TO LEAVE HIM ALONE ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01F_impro05_M007.wav,e0,"ALL RIGHT . OKAY . AND YOU LOST YOUR BAG  IS THAT  THAT THE ISSUE ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro02_M035.wav,e3,"I KNOW ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro04_M002.wav,e0,"JUST  I DON'T KNOW . MAYBE YOU'RE NOT SMART ENOUGH ."
