/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro03_F021.wav,e1,"YEAH . I DON'T KNOW . {LG} I . MEAN I CAN'T EVEN THE . WHOLE IDEA OF LIKE . LIVING SPENDING MY WHOLE LIFE WITH SOMEBODY . THAT'S . CRAZY ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro04_F016.wav,e0,"MAYBE YOU SHOULD TAKE A LITTLE BREAK FROM IT BUT I DON'T THINK YOU SHOULD STOP ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script03_2_F006.wav,e0,"WELL I . HE GOT A LOT OF PLEASURE OUT OF IT AND IT DIDN'T HURT ME ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro08_F017.wav,e0,"OKAY I DO SEE THAT ON HERE AND IT SAYS THAT UM  IT HAD SOME TROUBLE CLEARING FOR SOME REASON . AND I THINK THAT WAS THE PROBLEM ON OUR END . SO . UM ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro07_M003.wav,e1,"SO YOU'RE NOT GOING TO LEAVE ME ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script02_1_M036.wav,e1,"I MEAN  THINK ABOUT THIS . I KNOW YOU'RE NOT INTERESTED BUT JUST THINK ABOUT THIS FOR A MINUTE ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script03_2_F035.wav,e2,"VERY WELL IF  YOU INSIST ON BEING . BOORISH AND IDIOTIC ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro05_F027.wav,e0,"WHAT . WAS THAT ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro07_M024.wav,e1,"I I . DON'T KNOW KIND OF A BROAD ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro07_M011.wav,e1,"FINALLY I'M SO EXCITED . WE'RE GONNA  WELL I'LL BE HERE WE'RE STILL GONNA BE ABLE TO SEE EACH OTHER ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script03_2_M042.wav,e2,"YOU ARE A VILE TEMPERED LOOSE LIVING WICKED LITTLE BEAST AND I NEVER WANT TO SET EYES ON YOU AGAIN ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro08b_M019.wav,e0,"OKAY  THEY CAN . FIGURE OUT PINK FOR YOU  SO GO IN THERE AND JUST TELL THEM THAT AND THEY'LL HOOK  YOU UP WITH OTHER  GOODIES STUFF LIKE THAT  FREE SERVICE . NO CONTRACT NO NOTHING JUST FOR BEING A GOOD CUSTOMER ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro02_M019.wav,e3,"I'M GONNA BE IN BAGDAD  JUST DOING SECURITY ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_3_F001.wav,e0,"OH IT'S . NOT BAD  THING  IT'S GOOD THING ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro07_F035.wav,e1,"{LG} OH JOE I'M SO HAPPY ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro03_M012.wav,e1,"SARA  AND I ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_script02_2_M044.wav,e1,"IF WE'RE VERY QUIET  THE FISH MIGHT  COME ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script01_3_M031.wav,e3,"TO SHOW THAT TO BRING THAT ONTO THE EARTH AGAIN LIKE  SOME KIND OF MONUMENT . AND EVERYONE  CAN FEEL IT STANDING BEHIND HIM AND . IT WOULD MAKE A DIFFERENCE TO HIM ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script02_2_M000.wav,e1,"WELL  SO WHAT . DO YOU THINK ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro07_F000.wav,e1,"HEY HOW'S IT GOING I HAVEN'T SEEN YOU IN AWHILE ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script03_2_M033.wav,e2,"BECAUSE IT'S VERY LATE AND YOU'LL DISTURB THE PEOPLE UPSTAIRS ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script03_1_M021.wav,e1,"ENJOY THE PARTY AS LONG AS WE CAN LIKE  VERY LITTLE QUITE . IDIOTIC SCHOOLCHILDREN  {NS} . LET'S SAVOR THE DELIGHT OF THE MOMENT ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script02_1_M042.wav,e1,"LOOK AT ME I'M GIVING MYSELF  GOOSE BUMPS ALL MY HAIRS ARE POPPING UP ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_3_M029.wav,e3,"FOR INSTANCE THERE WAS THIS  ONE TIME WHEN THIS KID  IT HAD BEEN RAINING FOR LIKE SEVERAL DAYS  AND HE GAVE ME HIS LAST PAIR OF DRY SOCKS ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script03_1_M009.wav,e0,"DON'T SAY THAT MY DARLING ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script02_1_M012.wav,e0,"I WONDER . DO THEY ALWAYS RUN DURING A FULL MOON I CAN'T REMEMBER IF IT WAS . FULL LAST YEAR DO YOU REMEMBER ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro08_F005.wav,e0,"OKAY  UM . AND WHAT WAS THE COMPLAINT ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro03_F019.wav,e1,"HOW EXCITING  YOU SHOULD HAVE A WEDDING ON THE BEACH ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro05_M017.wav,e0,"BUT UNFORTUNATELY SOMETIMES IS ."
/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro03_F041.wav,e1,"{BR} ."
