disgust,/data/jiayu_xiao/IEMOCAP/wav/16a02Ec.wav,F
fear,/data/jiayu_xiao/IEMOCAP/wav/08a02Ac.wav,F
bored,/data/jiayu_xiao/IEMOCAP/wav/14b09Lb.wav,F
angry,/data/jiayu_xiao/IEMOCAP/wav/03a05Wa.wav,M
happy,/data/jiayu_xiao/IEMOCAP/wav/14a05Fa.wav,F
bored,/data/jiayu_xiao/IEMOCAP/wav/14a02La.wav,F
disgust,/data/jiayu_xiao/IEMOCAP/wav/12b02Ea.wav,M
sad,/data/jiayu_xiao/IEMOCAP/wav/03b01Td.wav,M
neutral,/data/jiayu_xiao/IEMOCAP/wav/13a07Na.wav,F
fear,/data/jiayu_xiao/IEMOCAP/wav/14a01Aa.wav,F
neutral,/data/jiayu_xiao/IEMOCAP/wav/09a01Nb.wav,F
neutral,/data/jiayu_xiao/IEMOCAP/wav/11a05Na.wav,M
angry,/data/jiayu_xiao/IEMOCAP/wav/11b09Wa.wav,M
fear,/data/jiayu_xiao/IEMOCAP/wav/16b02Aa.wav,F
neutral,/data/jiayu_xiao/IEMOCAP/wav/13b10Nc.wav,F
angry,/data/jiayu_xiao/IEMOCAP/wav/15b01Wc.wav,M
sad,/data/jiayu_xiao/IEMOCAP/wav/03a02Ta.wav,M
happy,/data/jiayu_xiao/IEMOCAP/wav/03b01Fa.wav,M
disgust,/data/jiayu_xiao/IEMOCAP/wav/16b09Eb.wav,F
bored,/data/jiayu_xiao/IEMOCAP/wav/15a01La.wav,M
bored,/data/jiayu_xiao/IEMOCAP/wav/15b01Lb.wav,M
sad,/data/jiayu_xiao/IEMOCAP/wav/11a02Tc.wav,M
happy,/data/jiayu_xiao/IEMOCAP/wav/03a04Fd.wav,M
sad,/data/jiayu_xiao/IEMOCAP/wav/16a07Td.wav,F
happy,/data/jiayu_xiao/IEMOCAP/wav/13b09Fc.wav,F
fear,/data/jiayu_xiao/IEMOCAP/wav/08b01Aa.wav,F
neutral,/data/jiayu_xiao/IEMOCAP/wav/03a05Nd.wav,M
angry,/data/jiayu_xiao/IEMOCAP/wav/13a05Wa.wav,F
angry,/data/jiayu_xiao/IEMOCAP/wav/09a05Wb.wav,F
angry,/data/jiayu_xiao/IEMOCAP/wav/14b09Wc.wav,F
neutral,/data/jiayu_xiao/IEMOCAP/wav/12a02Nb.wav,M
bored,/data/jiayu_xiao/IEMOCAP/wav/11b09Ld.wav,M
neutral,/data/jiayu_xiao/IEMOCAP/wav/14b02Na.wav,F
happy,/data/jiayu_xiao/IEMOCAP/wav/08b03Fe.wav,F
fear,/data/jiayu_xiao/IEMOCAP/wav/12a07Ac.wav,M
neutral,/data/jiayu_xiao/IEMOCAP/wav/13b02Nb.wav,F
angry,/data/jiayu_xiao/IEMOCAP/wav/13b03Wc.wav,F
fear,/data/jiayu_xiao/IEMOCAP/wav/11b10Ad.wav,M
neutral,/data/jiayu_xiao/IEMOCAP/wav/03b10Na.wav,M
